x y
3.70191360e+03 2.467784752179040e-15
3.70388480e+03 2.570499102953520e-15
3.70585600e+03 2.759159871885450e-15
3.70782720e+03 2.801712834402670e-15
3.70979840e+03 2.608689363829750e-15
3.71176960e+03 2.333586325645720e-15
3.71374080e+03 2.170513265502810e-15
3.71571200e+03 2.145833403502900e-15
3.71768320e+03 2.082537045168790e-15
3.71965440e+03 1.994609622163640e-15
3.72162560e+03 2.027464862344040e-15
3.72359680e+03 1.983532544035690e-15
3.72556800e+03 1.890644177827790e-15
3.72753920e+03 1.921557833561240e-15
3.72951040e+03 1.840811361798840e-15
3.73148160e+03 1.816941582692300e-15
3.73345280e+03 1.911437138923050e-15
3.73542400e+03 1.827981366468590e-15
3.73739520e+03 1.875234586096490e-15
3.73936640e+03 1.912154307981970e-15
3.74133760e+03 1.911508343371430e-15
3.74330880e+03 1.945977457070960e-15
3.74528000e+03 1.898474897243310e-15
3.74725120e+03 1.894134214471570e-15
3.74922240e+03 1.879300981490350e-15
3.75119360e+03 1.864489759069540e-15
3.75316480e+03 1.849689206113920e-15
3.75513600e+03 1.848849180297920e-15
3.75710720e+03 1.915802413870140e-15
3.75907840e+03 1.793654537415470e-15
3.76104960e+03 1.722509390035140e-15
3.76302080e+03 1.769953932248380e-15
3.76499200e+03 1.745617272660590e-15
3.76696320e+03 1.668446035666450e-15
3.76893440e+03 1.682769893280620e-15
3.77090560e+03 1.681615066943330e-15
3.77287680e+03 1.649853215762960e-15
3.77484800e+03 1.605795960358070e-15
3.77681920e+03 1.582324604330890e-15
3.77879040e+03 1.571534896518980e-15
3.78076160e+03 1.631961199024530e-15
3.78273280e+03 1.567252924627850e-15
3.78470400e+03 1.532738958670550e-15
3.78667520e+03 1.626612218978360e-15
3.78864640e+03 1.581509686972310e-15
3.79061760e+03 1.563403648613980e-15
3.79258880e+03 1.433638687449500e-15
3.79456000e+03 1.489699391576970e-15
3.79653120e+03 1.530730405938160e-15
3.79850240e+03 1.527191135893440e-15
3.80047360e+03 1.512599515975670e-15
3.80244480e+03 1.530816213888850e-15
3.80441600e+03 1.571729037752330e-15
3.80638720e+03 1.644274425601510e-15
3.80835840e+03 1.753944741284470e-15
3.81032960e+03 1.725231542173270e-15
3.81230080e+03 1.773189824213250e-15
3.81427200e+03 1.817823248347090e-15
3.81624320e+03 1.890621464030570e-15
3.81821440e+03 1.944506692045090e-15
3.82018560e+03 1.910269723648100e-15
3.82215680e+03 1.892275870757590e-15
3.82412800e+03 1.862827072568510e-15
3.82609920e+03 1.951316856977840e-15
3.82807040e+03 2.056742635705900e-15
3.83004160e+03 2.077989016683510e-15
3.83201280e+03 2.090980578775830e-15
3.83398400e+03 2.083461814005830e-15
3.83595520e+03 2.206575394840810e-15
3.83792640e+03 2.246651349616750e-15
3.83989760e+03 2.252533187316940e-15
3.84186880e+03 2.315812267245840e-15
3.84384000e+03 2.381941987166870e-15
3.84581120e+03 2.569776077823680e-15
3.84778240e+03 2.707706430953230e-15
3.84975360e+03 2.776707998796360e-15
3.85172480e+03 2.808332711859280e-15
3.85369600e+03 2.960537984740390e-15
3.85566720e+03 3.014020578404150e-15
3.85763840e+03 3.008086035376310e-15
3.85960960e+03 3.129893146817700e-15
3.86158080e+03 3.149966969751260e-15
3.86355200e+03 3.221662280965780e-15
3.86552320e+03 3.350966917925470e-15
3.86749440e+03 3.383600121414690e-15
3.86946560e+03 3.441812725817200e-15
3.87143680e+03 3.511226330293340e-15
3.87340800e+03 3.425308076682480e-15
3.87537920e+03 3.380911022517710e-15
3.87735040e+03 3.345441779503370e-15
3.87932160e+03 3.504084300687070e-15
3.88129280e+03 3.741076700206400e-15
3.88326400e+03 3.864061709892880e-15
3.88523520e+03 3.793183351195290e-15
3.88720640e+03 3.740033660849720e-15
3.88917760e+03 3.723719765796940e-15
3.89114880e+03 3.757842657492980e-15
3.89312000e+03 3.767007114922090e-15
3.89509120e+03 3.815004066409530e-15
3.89706240e+03 3.809912011722590e-15
3.89903360e+03 3.776167203878390e-15
3.90100480e+03 3.766069237892070e-15
3.90297600e+03 3.816919433539270e-15
3.90494720e+03 3.842423054728480e-15
3.90691840e+03 3.833432582053250e-15
3.90888960e+03 3.864769579680660e-15
3.91086080e+03 3.778219795566970e-15
3.91283200e+03 3.798370719761680e-15
3.91480320e+03 3.934099130408850e-15
3.91677440e+03 4.007030813950280e-15
3.91874560e+03 3.952841202065270e-15
3.92071680e+03 3.848530748436860e-15
3.92268800e+03 3.882887160264950e-15
3.92465920e+03 3.949984406660200e-15
3.92663040e+03 4.050390184653700e-15
3.92860160e+03 4.002758376935690e-15
3.93057280e+03 3.946883145785750e-15
3.93254400e+03 4.022256160055190e-15
3.93451520e+03 4.076490633084200e-15
3.93648640e+03 4.071959471235440e-15
3.93845760e+03 4.272016678664020e-15
3.94042880e+03 4.299733478877980e-15
3.94240000e+03 4.286356489280160e-15
3.94437120e+03 4.226295019501360e-15
3.94634240e+03 4.273966314369240e-15
3.94831360e+03 4.303683883716160e-15
3.95028480e+03 4.258600310103640e-15
3.95225600e+03 4.161410473589500e-15
3.95422720e+03 4.182005793769850e-15
3.95619840e+03 4.246112594754350e-15
3.95816960e+03 4.213453052680910e-15
3.96014080e+03 4.225437998889040e-15
3.96211200e+03 4.197725628538700e-15
3.96408320e+03 4.175106519720330e-15
3.96605440e+03 4.005728124852660e-15
3.96802560e+03 3.901010741700020e-15
3.96999680e+03 3.864689183903870e-15
3.97196800e+03 3.807678188950540e-15
3.97393920e+03 3.750845446296290e-15
3.97591040e+03 3.753604037488820e-15
3.97788160e+03 3.595020653271160e-15
3.97985280e+03 3.511722951118520e-15
3.98182400e+03 3.381589609211120e-15
3.98379520e+03 3.289686311372830e-15
3.98576640e+03 3.333841804051290e-15
3.98773760e+03 3.250275313067870e-15
3.98970880e+03 3.211383662305980e-15
3.99168000e+03 3.259768451735570e-15
3.99365120e+03 3.117015012498870e-15
3.99562240e+03 3.055039711488540e-15
3.99759360e+03 3.064982899615550e-15
3.99956480e+03 2.998854209226530e-15
4.00153600e+03 2.960848746827320e-15
4.00350720e+03 2.893142849719790e-15
4.00547840e+03 2.874241618587310e-15
4.00744960e+03 2.778386491805160e-15
4.00942080e+03 2.768133663460390e-15
4.01139200e+03 2.728280325778760e-15
4.01336320e+03 2.667816380274420e-15
4.01533440e+03 2.672149387287200e-15
4.01730560e+03 2.684736138267260e-15
4.01927680e+03 2.691777988850110e-15
4.02124800e+03 2.617156687957950e-15
4.02321920e+03 2.685862199144790e-15
4.02519040e+03 2.586091098945500e-15
4.02716160e+03 2.561804907950980e-15
4.02913280e+03 2.639858168150580e-15
4.03110400e+03 2.620123548447820e-15
4.03307520e+03 2.657548710121150e-15
4.03504640e+03 2.684999745492080e-15
4.03701760e+03 2.671465096527240e-15
4.03898880e+03 2.723922671950860e-15
4.04096000e+03 2.724519253209640e-15
4.04293120e+03 2.706637748596910e-15
4.04490240e+03 2.749205271565190e-15
4.04687360e+03 2.841906613182790e-15
4.04884480e+03 2.842658992071090e-15
4.05081600e+03 2.852883127244550e-15
4.05278720e+03 2.879120603341600e-15
4.05475840e+03 2.855446007997770e-15
4.05672960e+03 2.839701330150390e-15
4.05870080e+03 2.864207160326100e-15
4.06067200e+03 2.793277720814300e-15
4.06264320e+03 2.787965352107570e-15
4.06461440e+03 2.754903422792890e-15
4.06658560e+03 2.817883374896320e-15
4.06855680e+03 2.772003261512330e-15
4.07052800e+03 2.758188212300560e-15
4.07249920e+03 2.749058372833020e-15
4.07447040e+03 2.724084836864750e-15
4.07644160e+03 2.682366069827060e-15
4.07841280e+03 2.662213450636870e-15
4.08038400e+03 2.599047582290480e-15
4.08235520e+03 2.597634628208850e-15
4.08432640e+03 2.568106487004480e-15
4.08629760e+03 2.495150777388660e-15
4.08826880e+03 2.530616585642170e-15
4.09024000e+03 2.499947801991780e-15
4.09221120e+03 2.545912732389620e-15
4.09418240e+03 2.656905460784640e-15
4.09615360e+03 2.686380589154070e-15
4.09812480e+03 2.537601371577930e-15
4.10009600e+03 2.584159902049820e-15
4.10206720e+03 2.591754257677530e-15
4.10403840e+03 2.567119361388000e-15
4.10600960e+03 2.582680153495770e-15
4.10798080e+03 2.613734009016070e-15
4.10995200e+03 2.553055559735800e-15
4.11192320e+03 2.559742307010480e-15
4.11389440e+03 2.502291123232450e-15
4.11586560e+03 2.525041316813470e-15
4.11783680e+03 2.523346654637260e-15
4.11980800e+03 2.495641792546720e-15
4.12177920e+03 2.552466297277840e-15
4.12375040e+03 2.477743070014200e-15
4.12572160e+03 2.547617325493690e-15
4.12769280e+03 2.524596240031890e-15
4.12966400e+03 2.557388710190480e-15
4.13163520e+03 2.537201014532070e-15
4.13360640e+03 2.596838668067630e-15
4.13557760e+03 2.608316834376540e-15
4.13754880e+03 2.641977041760260e-15
4.13952000e+03 2.729359914831180e-15
4.14149120e+03 2.715138900869350e-15
4.14346240e+03 2.655963445705860e-15
4.14543360e+03 2.722646337666200e-15
4.14740480e+03 2.633673153381120e-15
4.14937600e+03 2.733066263441820e-15
4.15134720e+03 2.822337629889350e-15
4.15331840e+03 2.798077080384340e-15
4.15528960e+03 2.817159598590200e-15
4.15726080e+03 2.838309255105860e-15
4.15923200e+03 2.907538882306230e-15
4.16120320e+03 2.934017640033530e-15
4.16317440e+03 3.021753480529240e-15
4.16514560e+03 3.047616578536540e-15
4.16711680e+03 3.104398789709710e-15
4.16908800e+03 3.091217330939080e-15
4.17105920e+03 3.171411053811870e-15
4.17303040e+03 3.243750300113770e-15
4.17500160e+03 3.173074005828760e-15
4.17697280e+03 3.127460831670310e-15
4.17894400e+03 3.144699509619070e-15
4.18091520e+03 3.160936244896820e-15
4.18288640e+03 3.154551920343720e-15
4.18485760e+03 3.174434551764150e-15
4.18682880e+03 3.176861757006150e-15
4.18880000e+03 3.081204720337600e-15
4.19077120e+03 3.051966130389580e-15
4.19274240e+03 3.021651175510290e-15
4.19471360e+03 2.938113915469820e-15
4.19668480e+03 2.923709302149160e-15
4.19865600e+03 2.938306101979710e-15
4.20062720e+03 2.953943185163980e-15
4.20259840e+03 2.950630113991830e-15
4.20456960e+03 2.982389291462050e-15
4.20654080e+03 2.945794196588800e-15
4.20851200e+03 2.902281401624180e-15
4.21048320e+03 2.914191609849640e-15
4.21245440e+03 2.938426832295300e-15
4.21442560e+03 2.956769897417940e-15
4.21639680e+03 2.930744899284760e-15
4.21836800e+03 3.041342022450630e-15
4.22033920e+03 2.971772602573080e-15
4.22231040e+03 2.934771269351740e-15
4.22428160e+03 2.951346690348080e-15
4.22625280e+03 2.912461173839380e-15
4.22822400e+03 2.861597067520290e-15
4.23019520e+03 2.889664237742630e-15
4.23216640e+03 2.882390289311560e-15
4.23413760e+03 2.887008028354390e-15
4.23610880e+03 2.906207438357610e-15
4.23808000e+03 2.923523728986210e-15
4.24005120e+03 2.839010645616010e-15
4.24202240e+03 2.818987087595470e-15
4.24399360e+03 2.892640714177200e-15
4.24596480e+03 2.869252657677550e-15
4.24793600e+03 2.836229688517080e-15
4.24990720e+03 2.761264444516980e-15
4.25187840e+03 2.796184558289700e-15
4.25384960e+03 2.773004538187020e-15
4.25582080e+03 2.676256484982580e-15
4.25779200e+03 2.708078362056270e-15
4.25976320e+03 2.684216425992850e-15
4.26173440e+03 2.669600422666180e-15
4.26370560e+03 2.696274404210170e-15
4.26567680e+03 2.706706187569270e-15
4.26764800e+03 2.710214963923950e-15
4.26961920e+03 2.752832942075120e-15
4.27159040e+03 2.760614895066310e-15
4.27356160e+03 2.816577329589490e-15
4.27553280e+03 2.749582479487150e-15
4.27750400e+03 2.822626270966840e-15
4.27947520e+03 2.760871027805760e-15
4.28144640e+03 2.791660294266730e-15
4.28341760e+03 2.802400215700420e-15
4.28538880e+03 2.799874245083340e-15
4.28736000e+03 2.816669436551310e-15
4.28933120e+03 2.871943065037770e-15
4.29130240e+03 2.863932647363000e-15
4.29327360e+03 2.835940676399290e-15
4.29524480e+03 2.894312017122900e-15
4.29721600e+03 3.000406018587680e-15
4.29918720e+03 2.902117031833200e-15
4.30115840e+03 2.901231269028240e-15
4.30312960e+03 2.978015031812430e-15
4.30510080e+03 2.948370005829160e-15
4.30707200e+03 2.835382958611470e-15
4.30904320e+03 2.788131202388170e-15
4.31101440e+03 2.833252644760030e-15
4.31298560e+03 2.802302307157900e-15
4.31495680e+03 2.767166440046090e-15
4.31692800e+03 2.828450689324290e-15
4.31889920e+03 2.786224487772050e-15
4.32087040e+03 2.706317999368730e-15
4.32284160e+03 2.633024203258780e-15
4.32481280e+03 2.588534353630430e-15
4.32678400e+03 2.570393092409300e-15
4.32875520e+03 2.491330639070830e-15
4.33072640e+03 2.414682622979770e-15
4.33269760e+03 2.350901783115380e-15
4.33466880e+03 2.364080531479960e-15
4.33664000e+03 2.338797566852140e-15
4.33861120e+03 2.277447503641600e-15
4.34058240e+03 2.244621693384710e-15
4.34255360e+03 2.156434654662760e-15
4.34452480e+03 2.151374237059440e-15
4.34649600e+03 2.145199553605720e-15
4.34846720e+03 2.115550465777880e-15
4.35043840e+03 2.062096633509040e-15
4.35240960e+03 2.012173570219870e-15
4.35438080e+03 1.954144352104300e-15
4.35635200e+03 1.931823758725580e-15
4.35832320e+03 1.914547311493960e-15
4.36029440e+03 1.909404292121410e-15
4.36226560e+03 1.864142465484910e-15
4.36423680e+03 1.848355561510540e-15
4.36620800e+03 1.850421999429610e-15
4.36817920e+03 1.753908146335400e-15
4.37015040e+03 1.732193188400130e-15
4.37212160e+03 1.717068341763330e-15
4.37409280e+03 1.719606289683970e-15
4.37606400e+03 1.763775918320740e-15
4.37803520e+03 1.697858103037830e-15
4.38000640e+03 1.678188240611220e-15
4.38197760e+03 1.674455184607080e-15
4.38394880e+03 1.636280109659400e-15
4.38592000e+03 1.615890681291960e-15
4.38789120e+03 1.583685557269900e-15
4.38986240e+03 1.582574427265280e-15
4.39183360e+03 1.571264026936950e-15
4.39380480e+03 1.551745843295100e-15
4.39577600e+03 1.515424286033110e-15
4.39774720e+03 1.526316033157330e-15
4.39971840e+03 1.506290866628540e-15
4.40168960e+03 1.491356205451130e-15
4.40366080e+03 1.505029421120100e-15
4.40563200e+03 1.465219270677060e-15
4.40760320e+03 1.499447366314520e-15
4.40957440e+03 1.514870399732010e-15
4.41154560e+03 1.502276095528030e-15
4.41351680e+03 1.479548256440190e-15
4.41548800e+03 1.513785821492600e-15
4.41745920e+03 1.511371687350550e-15
4.41943040e+03 1.494635301645940e-15
4.42140160e+03 1.511590909417990e-15
4.42337280e+03 1.512181602237100e-15
4.42534400e+03 1.542787352815030e-15
4.42731520e+03 1.602305100431540e-15
4.42928640e+03 1.602611446791080e-15
4.43125760e+03 1.606609078185390e-15
4.43322880e+03 1.632685321576060e-15
4.43520000e+03 1.631574477211390e-15
4.43717120e+03 1.641151760187620e-15
4.43914240e+03 1.686889290592400e-15
4.44111360e+03 1.728754470824780e-15
4.44308480e+03 1.732704069976870e-15
4.44505600e+03 1.738924870379540e-15
4.44702720e+03 1.733444810948920e-15
4.44899840e+03 1.775672853899640e-15
4.45096960e+03 1.771438045867080e-15
4.45294080e+03 1.758822481363960e-15
4.45491200e+03 1.763908934659360e-15
4.45688320e+03 1.761347339693990e-15
4.45885440e+03 1.772890731632500e-15
4.46082560e+03 1.861370187022880e-15
4.46279680e+03 1.869905096275110e-15
4.46476800e+03 1.865433065698090e-15
4.46673920e+03 1.938250236858070e-15
4.46871040e+03 1.952347183759230e-15
4.47068160e+03 1.998544778090450e-15
4.47265280e+03 2.000538418055000e-15
4.47462400e+03 1.975312424765340e-15
4.47659520e+03 2.076820970082270e-15
4.47856640e+03 2.132554098083270e-15
4.48053760e+03 2.124385426426490e-15
4.48250880e+03 2.108839678432020e-15
4.48448000e+03 2.145494286880280e-15
4.48645120e+03 2.152653177624420e-15
4.48842240e+03 2.167327121159730e-15
4.49039360e+03 2.215579433165310e-15
4.49236480e+03 2.212883894453500e-15
4.49433600e+03 2.168604010837780e-15
4.49630720e+03 2.206428355845480e-15
4.49827840e+03 2.273040391872310e-15
4.50024960e+03 2.280726274961590e-15
4.50222080e+03 2.353759310150840e-15
4.50419200e+03 2.469645652175500e-15
4.50616320e+03 2.461872978011780e-15
4.50813440e+03 2.485424906819350e-15
4.51010560e+03 2.584905581507700e-15
4.51207680e+03 2.622996037100540e-15
4.51404800e+03 2.661338893436560e-15
4.51601920e+03 2.722460448904370e-15
4.51799040e+03 2.777142793605560e-15
4.51996160e+03 2.842836621252470e-15
4.52193280e+03 2.930296794709110e-15
4.52390400e+03 2.966871057023010e-15
4.52587520e+03 3.000688050661170e-15
4.52784640e+03 3.076438506014850e-15
4.52981760e+03 3.132578673528500e-15
4.53178880e+03 3.167085936788990e-15
4.53376000e+03 3.300735255248660e-15
4.53573120e+03 3.415660366003260e-15
4.53770240e+03 3.426701394524440e-15
4.53967360e+03 3.491382919764830e-15
4.54164480e+03 3.507582709252890e-15
4.54361600e+03 3.538230305015870e-15
4.54558720e+03 3.600075135397010e-15
4.54755840e+03 3.655070209753960e-15
4.54952960e+03 3.724367702508530e-15
4.55150080e+03 3.803313718497860e-15
4.55347200e+03 3.825690704018930e-15
4.55544320e+03 3.803945589400030e-15
4.55741440e+03 3.877704773199210e-15
4.55938560e+03 3.898901936571110e-15
4.56135680e+03 3.955283663432890e-15
4.56332800e+03 3.982140487834070e-15
4.56529920e+03 3.972641443210090e-15
4.56727040e+03 3.981585023526110e-15
4.56924160e+03 4.019036250667100e-15
4.57121280e+03 4.056368578323030e-15
4.57318400e+03 4.080060315196650e-15
4.57515520e+03 4.105020594146890e-15
4.57712640e+03 4.105470939134970e-15
4.57909760e+03 4.147858629339220e-15
4.58106880e+03 4.228619037698620e-15
4.58304000e+03 4.289809893665120e-15
4.58501120e+03 4.366352827108480e-15
4.58698240e+03 4.359170896206600e-15
4.58895360e+03 4.360275792168090e-15
4.59092480e+03 4.391869701217240e-15
4.59289600e+03 4.467849511847040e-15
4.59486720e+03 4.474977611525100e-15
4.59683840e+03 4.472420408676330e-15
4.59880960e+03 4.507944908810590e-15
4.60078080e+03 4.494158913349210e-15
4.60275200e+03 4.598719334204540e-15
4.60472320e+03 4.605595152031540e-15
